id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors
203151	673000	['Scott Keeney']	Cell	article	10.1016/j.cell.2012.03.011	0.25	2012-01-01T00:00:00+00:00	2012	1	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Scott Keeney
204477	505065	['Ansari, Aseem Z', 'Rosner, Marsha Rich', 'Adler, Julius', 'Aseem\xa0Z. Ansari', 'Marsha\xa0Rich Rosner', 'Julius Adler']	Cell	article	10.1016/j.cell.2011.12.008	25.98	2011-12-22T00:00:00+00:00	2011	12	2	1	0	0.666666666666667	0.333333333333333	0	3	male	1	male	0.99	lastfirst	Ansari Aseem, Rosner Marsha, Adler Julius
209916	673019	['Lluís Ribas\xa0de\xa0Pouplana', 'Novoa EM', 'Pavon-Eternod M', 'Pan T', 'Ribas de Pouplana L', 'Eva\xa0Maria Novoa', 'Mariana Pavon-Eternod', 'Tao Pan']	Cell	article	10.1016/j.cell.2012.01.050	10	2012-01-01T00:00:00+00:00	2012	1	1	2	1	0.25	0.5	0.25	4			male	0.86	lastfirst	Lluís Ribas, Novoa Eva, Pavon-Eternod Mariana, Pan Tao
223457	7636219	['Sha Liu', 'Qili Liu', 'Masashi Tabuchi', 'Mark\xa0N. Wu', 'Liu, Sha', 'Liu, Qili', 'Tabuchi, Masashi', 'Wu, Mark N', 'Mark N. Wu']	Cell	article	10.1016/j.cell.2016.04.013	423.396	2016-05-19T00:00:00+00:00	2016	5	3	1	0	0.75	0.25	0	4	female	0.62	male	0.99	firstlast	Sha Liu, Qili Liu, Masashi Tabuchi, Mark Wu
227501	27968528	['Alberto Elosegui-Artola', 'Ion Andreu', 'Amy E.M. Beedle', 'Ainhoa Lezamiz', 'Marina Uroz', 'Anita J. Kosmalska', 'Roger Oria', 'Jenny Z. Kechagia', 'Palma Rico-Lastres', 'Anabel-Lise Le Roux', 'Catherine M. Shanahan', 'Xavier Trepat', 'Daniel Navajas', 'Sergi Garcia-Manyes', 'Pere Roca-Cusachs']	Cell	article	10.1016/j.cell.2017.10.008	164.55	2017-10-01T00:00:00+00:00	2017	10	7	8	0	0.466666666666667	0.533333333333333	0	15	male	0.99	male	0.97	firstlast	Alberto Elosegui-Artola, Ion Andreu, Amy Beedle, Ainhoa Lezamiz, Marina Uroz, Anita Kosmalska, Roger Oria, Jenny Kechagia, Palma Rico-Lastres, Anabel-Lise Le, Catherine Shanahan, Xavier Trepat, Daniel Navajas, Sergi Garcia-Manyes, Pere Roca-Cusachs
230928	1272048	['Tslil Ast', 'Galit Cohen', 'Maya Schuldiner']	Cell	article	10.1016/j.cell.2013.02.003	2.5	2013-01-01T00:00:00+00:00	2013	1	1	2	0	0.333333333333333	0.666666666666667	0	3	male	0.68	female	0.95	firstlast	Tslil Ast, Galit Cohen, Maya Schuldiner
233455	593343	['Samuel\xa0L. Pfaff']	Cell	article	10.1016/j.cell.2012.01.024	10.546	2012-01-01T00:00:00+00:00	2012	1	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Samuel Pfaff
234754	195421	['Amita Sehgal', 'Emmanuel Mignot']	Cell	article	10.1016/j.cell.2011.07.004	71.66	2011-07-22T00:00:00+00:00	2011	7	1	1	0	0.5	0.5	0	2	female	0.91	male	0.99	firstlast	Amita Sehgal, Emmanuel Mignot
235244	2183090	['Zheng S', 'Kim H', 'Verhaak RG', 'Siyuan Zheng', 'Hoon Kim', 'Roel\xa0G.W. Verhaak']	Cell	article	10.1016/j.cell.2014.02.037	10.8	2014-03-13T00:00:00+00:00	2014	3	3	0	0	1	0	0	3	male	0.75	male	0.99	lastfirst	Zheng Siyuan, Kim Hoon, Verhaak Roel
235561	4067649	['Miao, Yuxuan', 'Li, Guojie', 'Zhang, Xiaoli', 'Xu, Haoxing', 'Abraham, Soman N', 'Yuxuan Miao', 'Guojie Li', 'Xiaoli Zhang', 'Haoxing Xu', 'Soman\xa0N. Abraham']	Cell	article	10.1016/j.cell.2015.05.009	35.25	2015-06-02T10:31:13+00:00	2015	6	2	3	0	0.4	0.6	0	5	female	0.59	male	0.98	firstlast	Miao Yuxuan, Li Guojie, Zhang Xiaoli, Xu Haoxing, Abraham Soman
236977	41822701	['Zhu, Hongying', 'Wang, Ning', 'Yao, Lei', 'Chen, Qi', 'Zhang, Ran', 'Qian, Junchao', 'Hou, Yiwen', 'Guo, Weiwei', 'Fan, Sijia', 'Liu, Siling', 'Zhao, Qiaoyun', 'Du, Feng', 'Zuo, Xin', 'Guo, Yujun', 'Xu, Yan', 'Li, Jiali', 'Xue, Tian', 'Zhong, Kai', 'Song, Xiaoyuan', 'Huang, Guangming', 'Xiong, Wei', 'Hongying Zhu', 'Ning Wang', 'Lei Yao', 'Qi Chen', 'Ran Zhang', 'Junchao Qian', 'Yiwen Hou', 'Weiwei Guo', 'Sijia Fan', 'Siling Liu', 'Qiaoyun Zhao', 'Feng Du', 'Xin Zuo', 'Yujun Guo', 'Yan Xu', 'Jiali Li', 'Tian Xue', 'Kai Zhong', 'Xiaoyuan Song', 'Guangming Huang', 'Wei Xiong']	Cell	article	10.1016/j.cell.2018.04.014	177.396	2018-05-01T00:00:00+00:00	2018	5	17	4	0	0.80952380952381	0.19047619047619	0	21	male	0.58	male	0.75	firstlast	Zhu Hongying, Wang Ning, Yao Lei, Chen Qi, Zhang Ran, Qian Junchao, Hou Yiwen, Guo Weiwei, Fan Sijia, Liu Siling, Zhao Qiaoyun, Du Feng, Zuo Xin, Guo Yujun, Xu Yan, Li Jiali, Xue Tian, Zhong Kai, Song Xiaoyuan, Huang Guangming, Xiong Wei
242685	1817951	['Hiroyasu Konno', 'Keiko Konno', 'Glen\xa0N. Barber']	Cell	article	10.1016/j.cell.2013.09.049	15.5	2013-10-10T00:00:00+00:00	2013	10	2	1	0	0.666666666666667	0.333333333333333	0	3	male	1	male	0.55	firstlast	Hiroyasu Konno, Keiko Konno, Glen Barber
242783	1570959	['J.\xa0Ross Buchan', 'Regina-Maria Kolaitis', 'J.\xa0Paul Taylor', 'Roy Parker', 'Buchan JR', 'Kolaitis RM', 'Taylor JP', 'Parker R', 'J. Ross Buchan', 'J. Paul Taylor']	Cell	article	10.1016/j.cell.2013.05.037	20.8	2013-01-01T00:00:00+00:00	2013	1	0	1	5	0	0.166666666666667	0.833333333333333	6					nofirstname	Buchan J, Regina-Maria Kolaitis, Taylor J, Roy Parker, J Ross, J Paul
242809	3127635	['Lorch, Y', 'LaPointe, J W', 'Kornberg, R D', 'Yahli Lorch', 'Janice W. LaPointe', 'Roger D. Kornberg']	Cell	article	10.1016/0092-8674(87)90561-7	6	2016-01-03T13:19:34+00:00	2016	1	1	1	1	0.333333333333333	0.333333333333333	0.333333333333333	3			male	0.98	lastfirst	Lorch Yahli, LaPointe Janice, Kornberg Roger
257307	23725614	['Hamperl, Stephan', 'Bocek, Michael J.', 'Saldivar, Joshua C.', 'Swigut, Tomek', 'Cimprich, Karlene A.', 'Stephan Hamperl', 'Michael J. Bocek', 'Joshua C. Saldivar', 'Tomek Swigut', 'Karlene A. Cimprich']	Cell	article	10.1016/j.cell.2017.07.043	24.4	2017-08-01T00:00:00+00:00	2017	8	4	1	0	0.8	0.2	0	5	male	0.99	female	0.94	lastfirst	Hamperl Stephan, Bocek Michael, Saldivar Joshua, Swigut Tomek, Cimprich Karlene
262389	2698717	['Zhang XO', 'Wang HB', 'Zhang Y', 'Lu X', 'Chen LL', 'Yang L']	Cell	article	10.1016/j.cell.2014.09.001	29.004	2014-09-16T23:00:00+00:00	2014	9	0	0	6	0	0	1	6					nofirstname	Zhang X, Wang H, Zhang Y, Lu X, Chen L, Yang L
272141	3069475	['Loo JM', 'Scherl A', 'Nguyen A', 'Man FY', 'Weinberg E', 'Zeng Z', 'Saltz L', 'Paty PB', 'Tavazoie SF', 'Jia\xa0Min Loo', 'Alexis Scherl', 'Alexander Nguyen', 'Fung\xa0Ying Man', 'Ethan Weinberg', 'Zhaoshi Zeng', 'Leonard Saltz', 'Philip\xa0B. Paty', 'Sohail\xa0F. Tavazoie']	Cell	article	10.1016/j.cell.2014.12.018	63.55	2015-01-15T00:00:00+00:00	2015	1	8	1	0	0.888888888888889	0.111111111111111	0	9	female	0.63	male	0.99	lastfirst	Loo Jia, Scherl Alexis, Nguyen Alexander, Man Fung, Weinberg Ethan, Zeng Zhaoshi, Saltz Leonard, Paty Philip, Tavazoie Sohail
272316	1746692	['Peter\xa0S. Roland', 'Emily Tobey']	Cell	article	10.1016/j.cell.2013.08.047	0.25	2013-01-01T00:00:00+00:00	2013	1	1	1	0	0.5	0.5	0	2	male	0.99	female	0.98	firstlast	Peter Roland, Emily Tobey
272398	29013168	['Jarosz, Daniel F.', 'Khurana, Vikram', 'Daniel F. Jarosz', 'Vikram Khurana']	Cell	article	10.1016/j.cell.2017.10.047	73.448	2017-11-01T00:00:00+00:00	2017	11	2	0	0	1	0	0	2	male	0.99	male	0.99	lastfirst	Jarosz Daniel, Khurana Vikram
285727	1226792	['Jonathan\xa0S. Weissman', 'Bassik MC', 'Kampmann M', 'Lebbink RJ', 'Wang S', 'Hein MY', 'Poser I', 'Weibezahn J', 'Horlbeck MA', 'Chen S', 'Mann M', 'Hyman AA', 'Leproust EM', 'McManus MT', 'Weissman JS', 'Michael\xa0C. Bassik', 'Martin Kampmann', 'Robert\xa0Jan Lebbink', 'Shuyi Wang', 'Marco\xa0Y. Hein', 'Ina Poser', 'Jimena Weibezahn', 'Max\xa0A. Horlbeck', 'Siyuan Chen', 'Matthias Mann', 'Anthony\xa0A. Hyman', 'Emily\xa0M. LeProust', 'Michael\xa0T. McManus']	Cell	article	10.1016/j.cell.2013.01.030	37.32	2013-02-07T00:00:00+00:00	2013	2	10	1	4	0.666666666666667	0.0666666666666667	0.266666666666667	15			male	0.99	firstlast	Leproust E, Jonathan Weissman, Bassik Michael, Kampmann Martin, Lebbink Robert, Wang Shuyi, Hein Marco, Poser Ina, Weibezahn Jimena, Horlbeck Max, Chen Siyuan, Mann Matthias, Hyman Anthony, Emily LeProust, Michael McManus
288534	21200415	['Jianwei Wang', 'Qian Sun', 'Yohei Morita', 'Hong Jiang', 'Alexander Groß', 'André Lechel', 'Kai Hildner', 'Luis\xa0Miguel Guachalla', 'Anne Gompf', 'Daniel Hartmann', 'Axel Schambach', 'Torsten Wüstefeld', 'Daniel Dauch', 'Hubert Schrezenmeier', 'Wolf-Karsten Hofmann', 'Hiromitsu Nakauchi', 'Zhenyu Ju', 'Hans\xa0A. Kestler', 'Lars Zender', 'K.\xa0Lenhard Rudolph']	Cell	article	10.1016/j.cell.2014.08.033	10.12	2014-09-01T00:00:00+00:00	2014	9	17	2	1	0.85	0.1	0.05	20	male	0.64			firstlast	Jianwei Wang, Qian Sun, Yohei Morita, Hong Jiang, Alexander Groß, André Lechel, Kai Hildner, Luis Miguel, Anne Gompf, Daniel Hartmann, Axel Schambach, Torsten Wüstefeld, Daniel Dauch, Hubert Schrezenmeier, Wolf-Karsten Hofmann, Hiromitsu Nakauchi, Zhenyu Ju, Hans Kestler, Lars Zender, K Lenhard
288766	4185188	['Sato, Toshiro', 'Clevers, Hans', 'Toshiro Sato', 'Hans Clevers']	Cell	article	10.1016/j.cell.2015.06.028	1	2015-06-20T22:01:29+00:00	2015	6	2	0	0	1	0	0	2	male	0.99	male	0.97	lastfirst	Sato Toshiro, Clevers Hans
289587	943992	['Benoit\xa0G. Bruneau', 'Joseph\xa0A. Wamstad', 'Jeffrey\xa0M. Alexander', 'Rebecca\xa0M. Truty', 'Avanti Shrikumar', 'Fugen Li', 'Kirsten\xa0E. Eilertson', 'Huiming Ding', 'John\xa0N. Wylie', 'Alexander\xa0R. Pico', 'John\xa0A. Capra', 'Genevieve Erwin', 'Steven\xa0J. Kattman', 'Gordon\xa0M. Keller', 'Deepak Srivastava', 'Stuart\xa0S. Levine', 'Katherine\xa0S. Pollard', 'Alisha\xa0K. Holloway', 'Laurie\xa0A. Boyer']	Cell	article	10.1016/j.cell.2012.07.035	24.7	2012-09-13T00:00:00+00:00	2012	9	12	7	0	0.631578947368421	0.368421052631579	0	19	male	0.99	female	0.95	firstlast	Benoit Bruneau, Joseph Wamstad, Jeffrey Alexander, Rebecca Truty, Avanti Shrikumar, Fugen Li, Kirsten Eilertson, Huiming Ding, John Wylie, Alexander Pico, John Capra, Genevieve Erwin, Steven Kattman, Gordon Keller, Deepak ivastava, Stuart Levine, Katherine Pollard, Alisha Holloway, Laurie Boyer
290018	2950341	['Deng L', 'Song J', 'Gao X', 'Wang J', 'Yu H', 'Chen X', 'Varki N', 'Naito-Matsui Y', 'Galán JE', 'Varki A', 'Lingquan Deng', 'Jeongmin Song', 'Xiang Gao', 'Jiawei Wang', 'Hai Yu', 'Xi Chen', 'Nissi Varki', 'Yuko Naito-Matsui', 'Jorge\xa0E. Galán', 'Ajit Varki']	Cell	article	10.1016/j.cell.2014.10.057	25.244	2014-04-12T00:00:00+00:00	2014	4	7	2	1	0.7	0.2	0.1	10	male	0.7	female	0.5	firstlast	Deng Lingquan, Song Jeongmin, Gao Xiang, Wang Jiawei, Yu Hai, Chen Xi, Varki Nissi, Naito-Matsui Yuko, Galán Jorge, Varki Ajit
305687	8612823	"['Vanja Sisirak', 'Benjamin Sally', 'Vivette D’Agati', 'Wilnelly Martinez-Ortiz', 'Z.\xa0Birsin Özçakar', 'Joseph David', 'Ali Rashidfarrokhi', 'Ada Yeste', 'Casandra Panea', 'Asiya\xa0Seema Chida', 'Milena Bogunovic', 'Ivaylo\xa0I. Ivanov', 'Francisco\xa0J. Quintana', 'Inaki Sanz', 'Keith\xa0B. Elkon', 'Mustafa Tekin', 'Fatoş Yalçınkaya', 'Timothy\xa0J. Cardozo', 'Robert\xa0M. Clancy', 'Jill\xa0P. Buyon', 'Boris Reizis', 'Sisirak, Vanja', 'Sally, Benjamin', """"D'Agati, Vivette"""", 'Martinez-Ortiz, Wilnelly', 'Özçakar, Z Birsin', 'David, Joseph', 'Rashidfarrokhi, Ali', 'Yeste, Ada', 'Panea, Casandra', 'Chida, Asiya Seema', 'Bogunovic, Milena', 'Ivanov, Ivaylo I', 'Quintana, Francisco J', 'Sanz, Inaki', 'Elkon, Keith B', 'Tekin, Mustafa', 'Yalçınkaya, Fatoş', 'Cardozo, Timothy J', 'Clancy, Robert M', 'Buyon, Jill P', 'Reizis, Boris']"	Cell	article	10.1016/j.cell.2016.05.034	97.2	2016-06-09T00:00:00+00:00	2016	6	11	7	4	0.5	0.318181818181818	0.181818181818182	22			male	0.99	firstlast	Vivette Agati, Z Birsin, Vanja Sisirak, Benjamin Sally, Wilnelly Martinez-Ortiz, Özçakar Birsin, Joseph David, Ali Rashidfarrokhi, Ada Yeste, Casandra Panea, Asiya Seema, Milena Bogunovic, Ivaylo Ivanov, Francisco Quintana, Inaki Sanz, Keith Elkon, Mustafa Tekin, Fatoş Yalçınkaya, Timothy Cardozo, Robert Clancy, Jill Buyon, Boris Reizis
307533	1648890	['Radhika Subramanian', 'Shih-Chieh Ti', 'Lei Tan', 'Seth\xa0A. Darst', 'Tarun\xa0M. Kapoor']	Cell	article	10.1016/j.cell.2013.06.021	2.5	2013-01-01T00:00:00+00:00	2013	1	4	1	0	0.8	0.2	0	5	female	0.96	male	0.68	lastfirst	Radhika Subramanian, Shih-Chieh Ti, Lei Tan, Seth Darst, Tarun Kapoor
308666	905248	['Eran Hodis', 'Ian\xa0R. Watson', 'Gregory\xa0V. Kryukov', 'Stefan\xa0T. Arold', 'Marcin Imielinski', 'Jean-Philippe Theurillat', 'Elizabeth Nickerson', 'Daniel Auclair', 'Liren Li', 'Chelsea Place', 'Daniel DiCara', 'Alex\xa0H. Ramos', 'Michael\xa0S. Lawrence', 'Kristian Cibulskis', 'Andrey Sivachenko', 'Douglas Voet', 'Gordon Saksena', 'Nicolas Stransky', 'Robert\xa0C. Onofrio', 'Wendy Winckler', 'Kristin Ardlie', 'Nikhil Wagle', 'Jennifer Wargo', 'Kelly Chong', 'Donald\xa0L. Morton', 'Katherine Stemke-Hale', 'Guo Chen', 'Michael Noble', 'Matthew Meyerson', 'John\xa0E. Ladbury', 'Michael\xa0A. Davies', 'Jeffrey\xa0E. Gershenwald', 'Stephan\xa0N. Wagner', 'Dave\xa0S.B. Hoon', 'Dirk Schadendorf', 'Eric\xa0S. Lander', 'Stacey\xa0B. Gabriel', 'Gad Getz', 'Levi\xa0A. Garraway', 'Lynda Chin', 'Hodis E', 'Watson IR', 'Kryukov GV', 'Arold ST', 'Imielinski M', 'Theurillat JP', 'Nickerson E', 'Auclair D', 'Li L', 'Place C', 'Dicara D', 'Ramos AH', 'Lawrence MS', 'Cibulskis K', 'Sivachenko A', 'Voet D', 'Saksena G', 'Stransky N', 'Onofrio RC', 'Winckler W', 'Ardlie K', 'Wagle N', 'Wargo J', 'Chong K', 'Morton DL', 'Stemke-Hale K', 'Chen G', 'Noble M', 'Meyerson M', 'Ladbury JE', 'Davies MA', 'Gershenwald JE', 'Wagner SN', 'Hoon DS', 'Schadendorf D', 'Lander ES', 'Gabriel SB', 'Getz G', 'Garraway LA', 'Chin L']	Cell	article	10.1016/j.cell.2012.06.024	54.688	2012-01-01T00:00:00+00:00	2012	1	30	10	0	0.75	0.25	0	40	male	0.97	female	0.98	firstlast	Eran Hodis, Ian Watson, Gregory Kryukov, Stefan Arold, Marcin Imielinski, Jean-Philippe Theurillat, Elizabeth Nickerson, Daniel Auclair, Liren Li, Chelsea Place, Daniel DiCara, Alex Ramos, Michael Lawrence, Kristian Cibulskis, Andrey Sivachenko, Douglas Voet, Gordon Saksena, Nicolas Stransky, Robert Onofrio, Wendy Winckler, Kristin Ardlie, Nikhil Wagle, Jennifer Wargo, Kelly Chong, Donald Morton, Katherine Stemke-Hale, Guo Chen, Michael Noble, Matthew Meyerson, John Ladbury, Michael Davies, Jeffrey Gershenwald, Stephan Wagner, Dave Hoon, Dirk Schadendorf, Eric Lander, Stacey Gabriel, Gad Getz, Levi Garraway, Lynda Chin
308882	2158233	['Han J', 'Zhang H', 'Wang Z', 'Zhou H', 'Zhang Z', 'Junhong Han', 'Hui Zhang', 'Honglian Zhang', 'Zhiquan Wang', 'Hui Zhou', 'Zhiguo Zhang']	Cell	article	10.1016/j.cell.2013.10.014	4	2013-11-13T00:00:00+00:00	2013	11	3	1	0	0.75	0.25	0	4	male	0.73	male	0.6	firstlast	Han Junhong, Wang Zhiquan, Zhou Hui, Zhang Zhang
312787	208718	['Suzuki A', 'Stern SA', 'Bozdagi O', 'Huntley GW', 'Walker RH', 'Magistretti PJ', 'Alberini CM', 'Akinobu Suzuki', 'Sarah\xa0A. Stern', 'Ozlem Bozdagi', 'George\xa0W. Huntley', 'Ruth\xa0H. Walker', 'Pierre\xa0J. Magistretti', 'Cristina\xa0M. Alberini']	Cell	article	10.1016/j.cell.2011.02.018	26.952	2011-03-04T00:00:00+00:00	2011	3	3	4	0	0.428571428571429	0.571428571428571	0	7	male	0.78	female	0.99	lastfirst	Suzuki Akinobu, Stern Sarah, Bozdagi Ozlem, Huntley George, Walker Ruth, Magistretti Pierre, Alberini Cristina
317807	1763766	['Tony Hunter']	Cell	article	10.1016/j.cell.2012.03.013	2	2012-03-01T00:00:00+00:00	2012	3	1	0	0	1	0	0	1	male	0.98	male	0.98	firstlast	Tony Hunter
318503	6532229	['Aakanksha Singhvi', 'Bingqian Liu', 'Christine\xa0J. Friedman', 'Jennifer Fong', 'Yun Lu', 'Xin-Yun Huang', 'Shai Shaham']	Cell	article	10.1016/j.cell.2016.03.026	41.838	2016-04-07T00:00:00+00:00	2016	4	2	4	1	0.285714285714286	0.571428571428571	0.142857142857143	7			male	0.7	firstlast	Aakanksha Singhvi, Bingqian Liu, Christine Friedman, Jennifer Fong, Yun Lu, Xin-Yun Huang, Shai Shaham
320228	3546661	['Tang Z', 'Dai S', 'He Y', 'Doty RA', 'Shultz LD', 'Sampson SB', 'Dai C', 'Zijian Tang', 'Siyuan Dai', 'Yishu He', 'Rosalinda\xa0A. Doty', 'Leonard\xa0D. Shultz', 'Stephen\xa0Byers Sampson', 'Chengkai Dai']	Cell	article	10.1016/j.cell.2015.01.028	6.45	2015-12-02T00:00:00+00:00	2015	12	6	1	0	0.857142857142857	0.142857142857143	0	7	male	0.62	male	0.73	firstlast	Tang Zijian, Dai Siyuan, He Yishu, Doty Rosalinda, Shultz Leonard, Sampson Stephen, Dai Chengkai
322402	15417386	['Chia-Hsueh Lee', 'Roderick MacKinnon', 'Lee, Chia-Hsueh', 'MacKinnon, Roderick']	Cell	article	10.1016/j.cell.2016.12.023	19.6	2017-01-12T00:00:00+00:00	2017	1	2	0	0	1	0	0	2	male	0.8	male	0.99	firstlast	Chia-Hsueh Lee, Roderick MacKinnon
330143	591996	['Amita Sehgal']	Cell	article	10.1016/j.cell.2011.12.024	12.796	2012-02-02T00:00:00+00:00	2012	2	0	1	0	0	1	0	1	female	0.91	female	0.91	firstlast	Amita Sehgal
339823	3417056	['Zhang, Chun Li', 'McKinsey, Timothy A', 'Chang, Shurong', 'Antos, Christopher L', 'Hill, Joseph A', 'Olson, Eric N', 'Chun Li Zhang', 'Timothy A. McKinsey', 'Shurong Chang', 'Christopher L. Antos', 'Joseph A. Hill', 'Eric N. Olson']	Cell	article	10.1016/s0092-8674(02)00861-9	9	2016-11-09T18:11:21+00:00	2016	11	6	0	0	1	0	0	6	male	0.84	male	0.99	lastfirst	Zhang Chun, McKinsey Timothy, Chang Shurong, Antos Christopher, Hill Joseph, Olson Eric
341334	3996362	['Ma, Dengke K', 'Li, Zhijie', 'Lu, Alice Y', 'Sun, Fang', 'Chen, Sidi', 'Rothe, Michael', 'Menzel, Ralph', 'Sun, Fei', 'Horvitz, H Robert']	Cell	article	10.1016/j.cell.2015.04.026	4.75	2015-05-20T14:18:02+00:00	2015	5	3	5	1	0.333333333333333	0.555555555555556	0.111111111111111	9	female	0.83			firstlast	Ma Dengke, Li Zhijie, Lu Alice, Sun Fang, Chen Sidi, Rothe Michael, Menzel Ralph, Sun Fei, Horvitz Robert
353336	3935735	['Maruyama, Daisuke', 'Völz, Ronny', 'Takeuchi, Hidenori', 'Mori, Toshiyuki', 'Igawa, Tomoko', 'Kurihara, Daisuke', 'Kawashima, Tomokazu', 'Ueda, Minako', 'Ito, Masaki', 'Umeda, Masaaki', 'Nishikawa, Shuh-Ichi', 'Groß-Hardt, Rita', 'Higashiyama, Tetsuya']	Cell	article	10.1016/j.cell.2015.03.018	64.6	2015-04-29T22:06:48+00:00	2015	4	10	3	0	0.769230769230769	0.230769230769231	0	13	male	1	male	1	lastfirst	Maruyama Daisuke, Völz Ronny, Takeuchi Hidenori, Mori Toshiyuki, Igawa Tomoko, Kurihara Daisuke, Kawashima Tomokazu, Ueda Minako, Ito Masaki, Umeda Masaaki, Nishikawa Shuh-Ichi, Groß-Hardt Rita, Higashiyama Tetsuya
365480	29686125	['Stern, Shay', 'Kirst, Christoph', 'Bargmann, Cornelia I.', 'Shay Stern', 'Christoph Kirst', 'Cornelia I. Bargmann']	Cell	article	10.1016/j.cell.2017.10.041	115.526	2017-11-01T00:00:00+00:00	2017	11	1	2	0	0.333333333333333	0.666666666666667	0	3	male	0.68	female	0.98	lastfirst	Stern Shay, Kirst Christoph, Bargmann Cornelia
368626	6157375	['Thomas Stoeger', 'Nico Battich', 'Lucas Pelkmans', 'Stoeger, Thomas', 'Battich, Nico', 'Pelkmans, Lucas']	Cell	article	10.1016/j.cell.2016.02.005	2.6	2016-03-10T00:00:00+00:00	2016	3	3	0	0	1	0	0	3	male	0.99	male	0.98	firstlast	Thomas Stoeger, Nico Battich, Lucas Pelkmans
369924	2052947	"['Galvez T', 'Gilleron J', 'Zerial M', """"O'Sullivan GA"""", 'Thierry Galvez', 'Jérôme Gilleron', 'Marino Zerial', """"Gregory A. O'Sullivan""""]"	Cell	article	10.1016/j.cell.2012.09.013	7.524	2012-10-03T00:00:00+00:00	2012	10	4	0	0	1	0	0	4	male	0.99	male	0.98	lastfirst	Galvez Thierry, Gilleron Jérôme, Zerial Marino, Gregory O'Sullivan
